Brnd_Name,Total # of Manufacturers,2018 Spent on Drug,2019 Spent on Drug,2020 Spent on Drug,2021 Spent on Drug,2022 Spent on Drug
Nizatidine,2,"$770,437.72","$971,897.72","$708,487.70","$350,708.70","$198,620.54"
Nocdurna,2,$0.00,"$72,060.45","$119,419.41","$154,325.97","$145,851.99"
Sivextro*,2,"$2,533,155.54","$3,256,571.28","$3,049,717.27","$2,647,287.78","$2,317,687.15"
Millipred,2,"$425,280.38","$435,186.42","$652,326.94","$536,751.40","$312,465.41"
Novolog Mix 70-30 Flexpen,2,"$72,007,336.49","$78,702,676.15","$67,420,817.97","$58,047,001.45","$44,574,927.47"
Mucinex,2,"$25,470.87","$570,359.78","$799,525.96","$836,580.94","$583,023.11"
Novolog Mix 70-30,2,"$32,950,179.87","$29,543,374.19","$21,730,411.01","$15,969,081.87","$9,538,814.59"
Sod Sulf-Potass Sulf-Mag Sulf,2,$0.00,$0.00,$0.00,$0.00,"$1,474,640.49"
Sodium Fluoride 5000 Plus,2,$0.00,$278.46,"$17,818.32","$312,988.73","$731,568.85"
Novolog Flexpen,2,"$404,939,587.56","$399,795,529.93","$413,734,577.76","$407,560,394.38","$335,153,051.64"
Movantik,2,"$18,318,821.98","$18,917,026.41","$17,963,041.00","$18,974,825.30","$21,083,241.09"
Normal Saline Flush,2,"$275,834.48","$86,579.31","$500,153.60","$224,682.48","$216,716.90"
Novolog,2,"$250,328,486.95","$198,086,684.37","$190,942,755.59","$199,305,300.19","$164,776,239.49"
Lortab,2,"$128,216.36","$338,933.84","$186,273.09","$58,199.34","$68,493.72"
Normosol-R pH 7.4,2,"$18,170.58","$16,831.80","$34,275.57","$66,682.28","$14,271.26"
Nitroglycerin In D5W,2,"$180,010.54","$1,279,587.07","$1,695,298.47","$1,736,533.06","$1,522,644.99"
Singulair,2,"$3,819,790.77","$1,181,588.93","$1,058,612.16","$834,790.23","$639,590.73"
Mefenamic Acid,2,"$246,938.28","$275,983.29","$430,438.53","$482,106.62","$362,643.39"
Methylphenidate HCl CD,2,"$16,840,287.53","$18,758,906.94","$20,740,221.25","$19,677,543.20","$13,825,536.36"
Mefloquine HCl,2,"$587,969.54","$780,125.66","$327,908.17","$852,476.31","$839,688.48"
Mega Multi,2,$279.75,$382.31,$300.08,$242.36,$278.21
Nexplanon,2,"$132,570,401.85","$154,294,380.76","$152,503,055.25","$164,181,984.84","$163,830,817.03"
Signifor,2,"$617,580.54","$326,486.94","$190,784.89","$89,733.72","$973,978.10"
Meprobamate,2,"$29,861.47","$226,167.90","$261,439.15","$270,377.75","$237,705.56"
Nalbuphine HCl,2,"$558,993.49","$589,394.76","$112,170.00","$311,890.80","$276,291.36"
Moexipril HCl,2,"$55,554.49","$35,769.91","$31,113.05","$26,274.81","$22,671.34"
Merrem,2,"$117,571.64","$348,867.02","$157,284.74","$55,069.36","$18,873.86"
Merzee,2,$0.00,$0.00,$0.00,"$44,568.64","$49,822.86"
Sorbitol,2,"$11,866.45","$14,612.28","$24,077.50","$15,880.80","$18,256.67"
Sorafenib,2,$0.00,$0.00,$0.00,$0.00,"$4,829,111.54"
Ella,2,"$1,265,749.77","$1,476,287.43","$2,237,703.07","$4,251,402.91","$5,903,961.93"
Mycamine,2,"$6,311,123.55","$6,102,636.09","$4,719,646.18","$1,444,071.39","$471,758.60"
Methamphetamine HCl,2,"$757,149.21","$733,153.19","$703,058.85","$838,829.75","$979,681.86"
Nisoldipine,2,"$270,020.15","$176,665.92","$137,983.10","$104,848.20","$129,313.31"
Solu-Cortef,2,"$7,034,113.04","$4,835,948.23","$3,723,733.09","$4,632,863.11","$3,666,952.25"
Methergine*,2,"$3,661,328.80","$619,624.54","$248,012.54","$48,256.79","$9,553.03"
Emend,2,"$41,675,563.12","$28,597,179.54","$12,483,220.61","$7,891,745.59","$4,846,288.54"
Methscopolamine Bromide,2,"$35,464.29","$37,541.86","$77,576.47","$103,332.17","$88,968.04"
Nitazoxanide,2,$0.00,$0.00,"$33,223.23","$1,493,079.93","$2,078,596.66"
Methyldopa,2,"$651,832.00","$323,898.01","$230,107.35","$43,221.00","$3,245.96"
Eligard,2,"$4,881,411.34","$5,563,522.67","$8,411,245.59","$11,375,349.02","$9,433,093.96"
Pentobarbital Sodium,2,"$7,768.50",$0.00,"$1,658.48","$2,107.45","$12,296.43"
Osmolex ER,2,$0.00,"$13,432.56","$30,894.81","$43,918.40","$97,935.38"
Renflexis,2,"$2,142,224.83","$12,725,447.30","$22,852,693.97","$27,425,901.24","$31,535,962.93"
Intrarosa,2,"$126,281.62","$414,297.43","$418,809.54","$454,903.03","$480,294.53"
Fosamax Plus D,2,"$224,091.69","$186,515.19","$165,786.29","$130,041.76","$118,607.99"
Fosamprenavir Calcium,2,"$1,665,181.45","$1,056,921.37","$641,171.91","$512,651.45","$309,968.08"
Praluent Pen,2,"$7,261,897.80","$8,598,372.23","$7,691,081.56","$8,194,480.10","$11,128,656.06"
Foscarnet Sodium,2,$0.00,$0.00,$0.00,"$196,050.09","$230,922.55"
Fosinopril-Hydrochlorothiazide,2,"$19,492.55","$21,994.83","$28,281.00","$38,524.28","$33,859.44"
Precedex,2,"$260,224.26","$3,403,911.23","$5,577,933.29","$8,979,881.66","$10,171,504.91"
Otezla,2,"$94,160,683.77","$125,327,979.41","$156,180,578.13","$196,682,896.54","$260,217,068.13"
Prednisolone Acetate,2,"$21,392,188.96","$21,969,452.04","$19,896,634.22","$23,821,130.15","$24,060,358.16"
Prednisolone Sodium Phos ODT,2,"$1,049,114.11","$1,003,232.71","$560,666.16","$796,010.09","$1,133,167.43"
Pregabalin ER,2,$0.00,$0.00,$0.00,"$273,254.51","$648,536.85"
Gablofen,2,"$11,024,809.72","$12,156,138.89","$12,335,845.26","$12,762,368.25","$12,247,494.12"
Remeron,2,"$120,414.52","$106,454.38","$99,666.97","$109,040.73","$73,779.11"
Infuvite Pediatric,2,"$2,284,188.48","$2,547,184.49","$2,240,584.80","$1,997,181.52","$2,413,052.76"
Fortaz,2,"$45,374.70",$538.52,"$1,325.42","$104,359.68","$1,692.23"
Potassium Chloride-Dextrose 5%,2,$919.12,"$5,451.30","$7,079.46","$15,732.84","$5,510.82"
Retacrit,2,"$10,741.69","$6,398,567.60","$25,075,011.76","$62,032,869.98","$71,322,869.16"
Folotyn,2,"$1,219,353.04","$1,495,582.19","$1,903,750.69","$3,776,062.57","$2,314,595.84"
Revcovi,2,$0.00,"$31,254,692.91","$37,905,665.69","$44,813,381.28","$60,207,791.70"
Fluvoxamine Maleate ER,2,"$6,066,143.32","$5,852,706.47","$6,771,252.09","$7,729,872.33","$8,170,336.64"
Fluvastatin Sodium,2,"$195,496.01","$92,448.72","$105,059.90","$128,426.60","$167,356.61"
Fluvastatin ER,2,"$98,141.57","$105,130.19","$104,540.42","$84,826.11","$60,734.56"
Potassium Chloride-0.45% NaCl,2,"$124,153.32","$138,087.98","$202,071.54","$254,208.62","$216,951.72"
Potassium Chloride In D5lr,2,"$6,954.79","$10,338.99","$25,949.80","$67,528.36","$46,068.10"
Ribavirin*,2,"$150,249.40","$150,833.24","$184,473.01","$212,064.95","$5,675,409.53"
Flurandrenolide,2,"$1,207,406.12","$142,387.35","$41,765.03","$59,388.05","$916,927.62"
Potass Cit-Sod Cit-Citric Acid,2,"$37,434.47","$39,828.33","$41,818.82","$36,588.74","$63,360.57"
Iron,2,"$1,612.17","$2,412.06","$2,976.64","$2,631.37","$4,879.74"
Rifabutin,2,"$1,172,353.73","$1,282,141.69","$1,930,908.72","$2,458,381.97","$2,518,914.92"
Rifadin,2,"$106,067.45","$63,463.59","$70,153.28","$61,136.66","$41,774.40"
Isosorbide Dinit-Hydralazine,2,$0.00,$0.00,$0.00,$0.00,"$429,451.06"
Infed,2,"$1,776,880.57","$1,611,868.76","$2,631,133.48","$4,753,845.48","$4,819,966.56"
Gammaplex,2,"$18,731,859.89","$23,471,747.17","$34,423,990.01","$41,321,968.20","$35,253,045.38"
Indocin*,2,"$1,529,781.31","$2,525,167.27","$2,775,941.97","$2,857,873.50","$3,135,720.25"
Glucagen,2,"$6,842,512.22","$7,014,706.74","$7,227,318.98","$7,953,482.07","$6,407,004.54"
Gralise,2,"$6,881,891.55","$6,664,928.69","$5,441,801.78","$5,287,359.20","$6,426,847.83"
Qbrexza,2,"$149,843.50","$4,344,941.32","$5,965,615.39","$6,822,303.67","$8,511,831.80"
Halcinonide,2,$0.00,"$61,244.44","$1,209,382.51","$314,683.76","$942,186.91"
Quillichew ER,2,"$45,084,855.09","$58,163,114.78","$62,716,991.91","$66,203,014.31","$69,370,133.02"
Proventil HFA,2,"$109,674,671.26","$81,478,710.43","$27,175,337.60","$7,010,970.07","$4,932,651.73"
Glycate,2,"$3,730.19","$85,128.45","$103,291.16","$86,007.34","$36,325.98"
Quinapril-Hydrochlorothiazide,2,"$88,192.27","$92,777.53","$110,135.47","$122,307.56","$83,002.61"
Heparin Sodium-0.45% NaCl,2,"$88,490.07","$500,085.48","$666,556.15","$406,487.00","$464,374.30"
Quinidine Gluconate,2,"$195,635.91","$247,524.67","$310,499.91","$343,126.73","$349,849.67"
Quinidine Sulfate,2,"$19,913.98","$26,058.08","$20,156.12","$19,918.64","$97,801.95"
Proscar,2,"$15,849.98","$12,710.33","$8,436.87","$7,486.68","$8,357.79"
Prometrium,2,"$73,998.56","$131,000.17","$123,153.64","$126,181.05","$119,207.45"
Procrit,2,"$41,539,218.16","$30,313,770.96","$19,137,960.67","$13,930,547.30","$15,035,185.33"
Glucose,2,"$2,109.69","$36,607.69","$60,601.34","$42,773.75","$11,637.23"
Hydrocortisone-Acetic Acid,2,"$1,212,432.58","$774,372.78","$874,425.25","$1,251,275.08","$1,243,000.17"
Prenatal 19,2,"$169,377.37","$117,342.94","$92,606.86","$39,497.99","$32,142.12"
Hydrocortisone-Pramoxine*,2,"$176,471.52","$300,391.36","$248,610.78","$296,165.45","$393,914.35"
Hydromorphone ER,2,"$207,420.38","$864,766.37","$1,106,625.07","$1,153,707.10","$1,069,039.73"
Procainamide HCl,2,"$29,828.23","$18,403.02","$13,590.61","$25,804.70","$69,137.03"
Hyzaar,2,"$65,533.15","$70,923.63","$80,665.61","$33,564.63","$31,228.55"
Primaquine,2,"$9,716.18","$7,261.39","$5,016.18","$3,854.32","$6,697.03"
I-Vite,2,"$18,915.14","$22,778.33","$22,689.38","$11,915.30","$6,592.30"
Icaps Areds2,2,$318.51,$558.11,"$7,508.64","$4,092.93","$1,034.29"
Previfem,2,"$1,127,091.16","$442,595.01","$455,492.52","$340,711.57","$35,537.94"
Preservision Areds 2,2,"$58,870.34","$64,450.43","$119,060.82","$52,151.59","$651,826.47"
Imipramine Pamoate,2,"$1,574,490.94","$1,646,623.81","$1,807,392.29","$1,961,876.89","$1,605,681.93"
Prenatal Vitamins,2,"$41,314.86","$80,422.99","$168,228.84","$398,265.18","$453,186.44"
Prenatal Vitamin Plus Low Iron,2,"$1,011,765.93","$2,516,515.85","$3,815,498.58","$3,897,349.13","$2,757,338.26"
Prenatal Vitamin,2,"$107,193.38","$132,132.74","$145,655.70","$489,505.37","$528,430.51"
Prenatal Plus,2,"$1,733,295.49","$1,774.99",$0.00,$0.00,$803.19
Isosorbide Mononitrate,2,"$279,395.95","$343,901.54","$338,116.95","$360,650.54","$396,638.55"
Flunisolide,2,"$2,279,662.73","$5,019,444.38","$2,018,858.47","$1,922,125.58","$1,800,365.91"
Isosulfan Blue,2,"$151,101.18","$571,281.68","$721,862.09","$872,035.46","$862,426.76"
Sapropterin Dihydrochloride,2,$0.00,$0.00,"$3,468,722.27","$27,906,514.77","$32,622,921.56"
Pediatric Electrolyte,2,"$8,145.03","$6,252.81","$4,616.59","$10,038.04","$6,056.73"
Patanase,2,"$6,014,610.19","$1,235,928.53","$433,734.16","$157,319.49","$91,545.59"
Ferriprox,2,"$21,258,932.15","$28,399,358.31","$27,389,794.31","$13,404,965.66","$9,851,659.25"
Paroxetine Mesylate,2,"$329,542.64","$367,945.72","$398,881.21","$421,192.51","$607,102.71"
Feosol,2,$0.00,$676.32,$802.19,"$1,064.91","$1,041.83"
Panzyga,2,$0.00,"$15,167,381.99","$23,814,026.67","$28,293,627.30","$31,233,027.79"
Pamidronate Disodium,2,"$120,025.68","$169,235.43","$136,349.34","$155,440.42","$97,919.10"
Paclitaxel Protein-Bound,2,$0.00,$0.00,$0.00,$0.00,"$12,728,734.62"
PEGasys,2,"$1,897,316.15","$2,565,439.46","$3,296,730.79","$3,288,176.30","$3,600,614.82"
PEG3350-Sod Sul-NaCl-KCl-Asb-C,2,$0.00,$0.00,"$243,812.39","$1,203,839.34","$685,170.07"
Salicylic Acid,2,"$216,413.90","$369,624.20","$578,023.33","$712,915.65","$883,970.24"
Leukine,2,"$3,805,959.00","$3,874,775.61","$3,717,988.21","$4,232,530.64","$4,496,143.40"
Leuprolide Acetate,2,"$93,909.59","$150,972.57","$158,500.87","$125,001.37","$169,712.28"
Levalbuterol Concentrate,2,"$254,065.63","$330,936.74","$321,841.19","$260,477.27","$435,647.79"
PEG-3350 And Electrolytes,2,"$484,663.77","$513,306.28","$804,322.22","$1,436,571.76","$2,204,714.89"
L-Methyl-B6-B12,2,"$13,768.32","$15,335.08","$20,413.86","$8,011.54","$4,832.45"
Evoxac,2,"$68,066.92","$63,182.04","$50,167.06","$42,408.99","$67,842.30"
Oyster Shell Calcium-Vitamin D,2,$0.00,$0.00,$0.00,$0.00,$563.72
Selenious Acid,2,$0.00,"$573,127.22","$5,591,743.87","$6,569,897.57","$8,760,077.89"
Oyster Shell Calcium,2,"$86,961.64","$91,018.02","$85,502.42","$42,060.70","$31,601.04"
Etravirine,2,$0.00,$0.00,$0.00,"$2,525,636.28","$4,901,578.15"
Levonorg-Eth Estrad Eth Estrad,2,"$2,258,330.99","$2,623,509.65","$2,141,042.54","$2,178,529.51","$1,983,100.01"
Etonogestrel-Ethinyl Estradiol,2,$0.00,"$449,468.69","$57,231,690.02","$51,582,653.65","$38,648,299.52"
Oxiconazole Nitrate,2,"$1,056,365.27","$1,729,282.42","$1,244,793.37","$849,065.36","$3,994,298.96"
Lidocaine HCl-Epinephrine,2,"$507,006.89","$2,504,904.75","$4,584,868.57","$5,589,143.36","$6,505,344.10"
Lidocaine-Hydrocortisone,2,"$123,404.31","$191,342.35","$940,306.53","$369,456.97","$427,811.80"
Lidocaine-Hydrocortisone*,2,"$360,055.93","$1,086,013.15","$1,098,399.23","$1,156,537.81","$463,077.38"
Liletta,2,"$15,193,054.36","$21,038,475.80","$23,466,347.86","$26,333,940.12","$23,005,403.18"
Oxandrolone,2,"$568,751.92","$557,048.78","$440,867.97","$447,611.08","$429,300.69"
Lipofen,2,"$59,258.23","$48,079.15","$45,572.43","$32,015.48","$41,323.30"
Ferrous Gluconate,2,"$69,139.66","$80,262.53","$79,470.95","$65,437.69","$48,733.28"
Penciclovir,2,$0.00,$0.00,$0.00,$0.00,"$32,266.24"
Poly-Vi-Flor With Iron,2,"$993,025.92","$952,872.07","$471,784.66","$444,142.96","$281,914.76"
Phendimetrazine Tartrate,2,"$1,171.65","$1,245.07","$1,579.81","$2,182.61","$13,914.19"
Poly-Vi-Flor,2,"$4,088,308.93","$2,937,571.64","$2,746,339.82","$2,143,568.52","$2,349,615.85"
Ixinity,2,"$1,291,195.53","$3,666,944.84","$3,003,700.54","$3,770,979.18","$4,860,374.20"
Podofilox,2,"$966,741.31","$882,589.82","$746,292.78","$776,180.67","$695,722.06"
Plenamine,2,"$774,723.76","$1,156,673.67","$1,291,070.24","$1,336,649.38","$2,174,875.87"
Plavix,2,"$388,035.33","$392,090.32","$384,781.19","$343,076.17","$313,534.30"
Floriva,2,"$623,346.96","$86,520.74","$45,128.68","$37,089.91","$37,295.66"
Phospholine Iodide,2,"$56,309.40","$44,578.11","$8,920.02","$12,123.71","$243,620.12"
Flomax,2,"$100,502.18","$84,501.57","$95,109.48","$96,226.04","$65,855.07"
Phenytoin Sodium,2,"$144,421.52","$181,119.57","$167,077.25","$172,289.13","$68,430.62"
Phentolamine Mesylate,2,"$9,894.13","$13,714.38","$26,162.48","$24,832.41","$20,967.38"
Phenobarbital Sodium,2,"$419,224.80","$1,086,646.04","$885,567.74","$1,498,944.70","$1,510,377.03"
Flector,2,"$9,109,791.23","$6,789,272.17","$1,890,491.37","$911,691.45","$856,862.98"
Phenergan,2,"$198,422.29","$155,348.12","$197,812.52","$128,670.71","$322,042.20"
Phenelzine Sulfate,2,"$186,426.31","$162,689.38","$150,754.82","$162,434.31","$156,817.60"
Ketoprofen,2,"$305,060.72","$150,742.57","$296,896.39","$262,328.01","$320,507.26"
Pentamidine Isethionate*,2,$0.00,"$5,603.80","$19,623.72","$49,892.64","$46,877.71"
Flavoxate HCl,2,"$127,227.06","$119,268.18","$113,445.45","$96,771.79","$73,429.01"
Khapzory,2,$0.00,"$300,884.90","$445,091.82","$465,280.94","$323,675.52"
Flarex,2,"$37,450.76","$321,838.85","$452,267.49","$535,607.44","$853,217.00"
Klonopin,2,"$938,851.54","$1,215,349.27","$1,144,655.57","$1,070,315.96","$817,773.51"
Klor-Con 10,2,"$1,238,025.38","$1,005,093.33","$791,041.94","$531,850.81","$697,292.41"
Fish Oil Omega-3,2,$367.49,$137.07,$580.19,$672.04,"$28,805.49"
Perindopril Erbumine,2,"$35,755.81","$33,528.78","$39,941.99","$41,423.38","$46,427.20"
Firvanq,2,"$598,631.83","$1,956,597.97","$1,501,747.28","$1,399,610.87","$1,231,731.71"
Klor-Con M10,2,"$892,153.93","$1,099,172.91","$1,626,852.06","$1,050,600.53","$685,787.99"
Klor-Con M20,2,"$3,286,095.38","$3,086,470.52","$3,120,554.56","$3,960,837.89","$3,946,873.00"
Finacea,2,"$5,057,674.83","$1,403,621.86","$1,327,408.77","$2,779,543.16","$4,306,076.70"
Klor-Con-Ef,2,"$75,905.58","$113,473.68","$137,429.41","$152,644.22","$215,269.90"
Robaxin,2,"$100,784.56","$112,274.20","$73,923.93","$146,683.61","$124,871.09"
Pentazocine-Naloxone HCl,2,"$639,092.60","$476,930.93","$369,230.89","$262,428.33","$153,401.07"
Dutasteride-Tamsulosin,2,"$131,501.38","$148,686.78","$177,335.22","$158,424.39","$156,166.64"
Silver Sulfadiazine,2,"$2,382,800.12","$2,157,461.65","$1,944,112.42","$1,928,834.50","$1,916,237.81"
Welchol,2,"$6,818,560.59","$2,273,579.11","$1,861,679.88","$1,758,792.86","$1,707,485.57"
Angiomax,2,"$1,161,782.70","$694,168.62","$495,325.47","$347,307.46","$792,455.77"
Cosyntropin,2,"$151,097.96","$91,662.16","$111,730.73","$106,122.69","$115,906.40"
Trulance,2,"$7,361,952.25","$17,068,355.17","$20,442,300.90","$24,851,514.42","$27,140,829.39"
Symjepi,2,$0.00,"$112,735.63","$436,334.64","$831,926.70","$506,670.24"
Zetia,2,"$16,335,151.33","$8,244,515.95","$3,184,107.10","$1,571,955.29","$1,355,411.38"
Akynzeo,2,"$543,270.51","$2,897,623.03","$3,127,385.03","$4,911,982.32","$4,394,468.23"
Ciprodex,2,"$132,564,503.65","$154,490,470.10","$113,033,825.25","$61,955,969.92","$75,377,623.42"
Cozaar,2,"$170,304.55","$219,429.79","$328,093.05","$131,941.05","$161,783.77"
Dextrose 5%-0.2% NaCl,2,"$31,287.18","$28,031.16","$28,446.27","$27,258.36","$32,927.33"
Synagis,2,"$241,418,203.14","$239,854,524.53","$230,310,395.23","$260,379,054.13","$240,242,553.59"
Animal Shapes,2,"$54,821.63","$60,153.07","$107,747.68","$28,713.31","$7,791.18"
Dexlansoprazole Dr,2,$0.00,$0.00,$0.00,$0.00,"$28,000,775.95"
Tretinoin Microsphere,2,"$1,503,443.74","$2,227,388.63","$2,182,520.29","$2,040,307.35","$2,076,814.59"
Cipro HC,2,"$5,220,740.72","$4,964,968.67","$5,189,150.62","$4,635,360.79","$5,353,541.57"
Cutaquig,2,$0.00,$0.00,"$304,483.44","$1,108,370.38","$1,218,138.33"
Xeomin,2,"$3,799,479.31","$4,079,653.06","$3,728,777.32","$4,425,024.43","$5,296,430.09"
Anagrelide HCl,2,"$490,869.96","$691,924.72","$672,049.95","$843,758.27","$647,266.01"
Albuminar-5,2,"$56,259.84","$8,090.15","$29,770.96","$66,022.07","$18,164.19"
Cipro,2,"$1,478,727.53","$1,330,933.35","$1,228,525.44","$1,251,051.21","$1,353,641.54"
Cefaclor,2,"$219,477.78","$170,105.91","$118,708.25","$106,508.25","$124,739.54"
Cefazolin Sodium-Dextrose,2,"$29,019,566.45","$26,065,767.31","$30,114,962.21","$28,403,934.85","$25,349,763.39"
Zenpep,2,"$51,578,813.91","$85,233,078.61","$97,366,177.83","$111,382,393.01","$120,289,413.58"
Alcohol Prep Pads,2,"$26,626.25","$63,064.95","$45,414.87","$71,919.00","$98,619.73"
Ciprofloxacin HCl-Fluocinolone,2,$0.00,$0.00,"$72,807.33","$45,004.52","$94,032.06"
Zidovudine,2,"$654,706.60","$507,136.95","$401,590.46","$324,678.41","$214,372.02"
Zoladex,2,"$5,573,738.79","$6,934,173.88","$8,146,682.51","$7,401,650.84","$56,077.20"
Clarinex-D 12 Hour,2,"$115,829.71","$119,853.80","$115,239.09","$78,754.69","$89,843.78"
Diethylpropion HCl,2,"$1,080.94",$971.02,"$1,498.49","$1,787.44","$7,415.71"
Diclofenac Sodium ER,2,"$934,000.49","$3,936,396.69","$2,935,628.71","$2,404,041.93","$2,025,658.79"
Adriamycin,2,"$32,208.99","$359,719.19","$662,979.98","$541,172.51","$59,381.92"
Diclofenac Epolamine,2,$0.00,"$3,368,613.86","$5,625,302.36","$5,564,806.74","$5,080,597.05"
Zocor,2,"$52,834.17","$55,548.51","$40,337.64","$34,163.74","$18,847.10"
Diazoxide,2,$0.00,$0.00,"$1,561,337.95","$2,923,279.92","$2,707,955.16"
Bisacodyl*,2,$0.00,$742.73,"$1,062.99",$472.59,$325.48
Apraclonidine HCl,2,"$97,525.37","$100,392.08","$86,911.67","$92,327.71","$95,648.18"
Zithromax*,2,"$721,232.37","$706,958.82","$499,849.81","$697,707.78","$558,231.45"
Biotin,2,"$1,299.44","$3,326.67","$3,344.17","$3,798.20","$2,921.06"
Xadago,2,"$94,988.27","$212,662.77","$223,458.51","$146,671.63","$194,340.21"
Betimol,2,$0.00,$0.00,$0.00,"$178,224.91","$482,713.67"
Tudorza Pressair,2,"$18,911,268.39","$15,409,400.12","$12,607,898.83","$8,872,910.73","$6,057,624.73"
Treprostinil,2,$0.00,"$3,068,818.57","$8,831,302.76","$12,638,748.74","$17,646,614.10"
Bidil,2,"$1,880,731.14","$2,169,132.41","$2,407,132.75","$2,600,482.46","$1,574,108.75"
Bicillin L-A,2,"$11,468,821.52","$13,098,570.12","$12,096,494.08","$14,520,416.91","$18,746,489.75"
Venofer,2,"$171,753,402.80","$173,465,272.02","$180,390,637.69","$200,911,280.22","$169,082,762.14"
Xylocaine-MPF,2,"$5,580,252.17","$12,441,194.68","$10,196,264.68","$19,180,224.33","$37,925,579.04"
Aggrastat,2,"$157,703.96","$248,606.13","$180,386.44","$245,965.51","$233,919.89"
Carmustine,2,$0.00,$0.00,$0.00,$0.00,"$76,975.18"
Citrucel,2,$587.18,$482.22,$615.11,$0.00,$698.30
Sylvant,2,"$833,820.06","$994,280.85","$2,152,856.64","$2,865,432.70","$2,063,485.05"
Alcohol Swabs,2,"$12,931.20","$29,258.56","$40,177.50","$36,999.37","$46,847.49"
Vfend IV,2,"$143,299.33","$267,773.89","$65,368.93","$92,604.30","$71,555.07"
Amzeeq,2,$0.00,$0.00,"$770,171.48","$1,445,057.92","$1,477,915.17"
Chromium,2,"$576,847.78","$691,719.70","$667,337.09","$887,732.41","$1,459,866.65"
Almotriptan Malate,2,"$877,916.94","$872,050.20","$714,342.09","$685,997.36","$739,681.14"
Alogliptin,2,"$49,151,130.47","$57,791,238.62","$83,058,695.22","$96,714,081.28","$63,558,891.50"
Alogliptin-Metformin,2,"$8,446,569.70","$11,722,614.26","$11,714,911.94","$20,435,263.29","$16,297,334.98"
Depo-Provera,2,"$10,212,382.17","$8,575,044.22","$7,617,966.68","$7,094,433.44","$5,370,075.41"
Alogliptin-Pioglitazone,2,"$1,402,943.69","$1,097,641.50","$894,024.95","$860,518.47","$729,894.48"
Depo-Medrol,2,"$21,160,675.87","$14,352,757.74","$9,369,690.05","$8,709,452.22","$5,796,617.17"
Aloxi,2,"$49,786,335.37","$12,591,608.17","$6,689,992.53","$3,534,069.23","$1,061,982.46"
Azopt,2,"$9,322,779.65","$8,350,720.77","$6,669,332.65","$2,878,358.39","$1,913,945.34"
Azor,2,"$506,922.74","$142,779.02","$105,692.59","$62,912.53","$60,429.65"
Alprazolam ER,2,"$714,003.73","$549,386.97","$473,570.69","$568,301.15","$590,644.72"
Alprazolam ODT,2,"$285,227.60","$304,838.50","$256,715.58","$280,329.85","$272,870.52"
Tabloid,2,"$712,424.15","$687,063.95","$655,011.75","$626,738.70","$1,212,789.62"
Vincristine Sulfate,2,"$3,532,651.39","$2,926,735.45","$2,613,299.50","$2,468,906.92","$849,412.89"
Viokace,2,"$1,884,109.94","$1,842,370.66","$2,306,878.15","$2,244,452.72","$2,290,137.57"
Amiloride-Hydrochlorothiazide,2,"$94,520.16","$73,951.96","$68,410.45","$70,982.74","$69,083.75"
