Mftr_Name,2018 Medicaid Spend,2018 Medicaid Units Produced,2019 Medicaid Spend,2019 Medicaid Units Produced,2020 Medicaid Spend,2020 Medicaid Units Produced,2021 Medicaid Spend,2021 Medicaid Units Produced,2022 Medicaid Spend,2022 Medicaid Units Produced
Torrent Pharmac,"$118,461,382.71",339896494.0,"$122,461,733.12",397184298.0,"$109,078,825.53",354177880.0,"$109,086,051.20",364399484.0,"$104,521,622.06",359936021.0
Travere Therape,"$19,420,798.08",374924.0,"$21,243,558.83",342558.0,"$24,826,742.13",279398.0,"$27,975,744.32",297485.0,"$30,372,043.39",310833.0
Trifluent Pharm,$0.00,0.0,$0.00,0.0,$0.00,0.0,$0.00,0.0,"$91,381.06",5130.0
Trigen Laborato,"$189,900,824.91",31588363.0,"$159,526,107.49",30171615.0,"$93,878,779.77",27509624.0,"$71,932,952.22",24357268.0,"$58,338,831.85",24104104.0
Trinity Pharmac,"$1,756,708.37",2526799.0,"$1,078,923.03",1798248.0,"$1,134,650.12",1923631.0,"$1,354,633.91",2353733.0,"$359,487.29",496277.0
Tripoint Therap,$0.00,0.0,$0.00,0.0,$0.00,0.0,"$168,660.61",6000.0,"$2,543,328.45",86237.0
Tris Pharma Inc,"$35,092,093.69",44067178.0,"$121,325,313.81",75868593.0,"$146,780,236.98",95021618.0,"$161,770,325.16",107923948.0,"$182,290,484.65",113146342.0
"Trupharma, LLC.","$21,522,151.57",91474302.0,"$26,680,996.69",128173760.0,"$32,915,956.04",164910392.0,"$39,643,173.84",205525584.0,"$37,063,547.52",185293522.0
UCB Pharma,"$95,799,281.64",2345433.0,"$127,041,807.10",2462649.0,"$174,028,892.96",2588870.0,"$216,232,754.54",2338021.0,"$247,100,688.82",2123230.0
UCB Pharma*,"$456,584,908.15",80449588.0,"$543,260,679.08",88791350.0,"$617,280,919.25",97514727.0,"$713,432,770.00",106403383.0,"$526,784,418.70",80041684.0
UDL,$961.28,872.0,"$1,353.31",869.0,$769.57,2084.0,$610.92,401.0,"$2,585.38",500333.0
"US Nutrition, I",$0.00,0.0,$0.00,0.0,$0.00,0.0,$0.00,0.0,"$4,801.15",29764.0
"US Nutrition, I*",$0.00,0.0,$0.00,0.0,$0.00,0.0,$0.00,0.0,$192.21,1988.0
US World/Supern,"$2,207,816.23",9124.0,"$3,107,855.97",12469.0,"$2,881,509.90",11121.0,"$3,058,556.70",9610.0,"$2,281,616.74",8817.0
US Worldmeds,"$1,034,465.83",88298.0,"$4,334,629.93",270106.0,"$5,221,032.85",310074.0,"$2,227,029.29",163638.0,"$507,000.76",29202.0
Ultragenyx Phar,"$11,433,845.69",7570.0,"$66,958,828.19",23026.0,"$115,163,937.59",194072.0,"$170,580,829.69",1140781.0,"$202,621,948.92",1443710.0
Unichem Pharmac,"$73,064,411.64",427288651.0,"$78,298,401.37",447203597.0,"$79,012,906.02",464003843.0,"$84,039,597.14",497655581.0,"$101,563,838.62",557749193.0
United Therap,"$184,884,503.71",1128850.0,"$187,612,169.41",1152070.0,"$199,543,301.34",1266403.0,"$220,996,891.19",1359388.0,"$241,274,082.01",1628420.0
Upsher Smith La,"$88,267,237.95",66894220.0,"$65,608,187.03",38030393.0,"$60,182,247.51",46291224.0,"$53,684,967.89",58220842.0,"$36,876,527.20",54315527.0
Upsher-Smith La,"$24,853,214.69",39779589.0,"$55,703,141.43",72238134.0,"$82,293,520.64",104525454.0,"$90,846,408.43",107481997.0,"$101,588,602.33",102321092.0
Urogen Pharma,$0.00,0.0,$0.00,0.0,$0.00,0.0,"$289,187.76",36.0,"$449,715.19",51.0
Urovant Science,$0.00,0.0,$0.00,0.0,$0.00,0.0,"$1,152,804.10",77216.0,"$9,302,609.74",624150.0
"Uswm, LLC, D.B.",$0.00,0.0,$0.00,0.0,$0.00,0.0,"$5,084,023.67",217616.0,"$13,495,472.47",629977.0
Valeant/Paragon,"$7,738.87",1152.0,"$102,645.70",372.0,"$128,342.32",191.0,"$25,671.50",371.0,"$6,410.73",122.0
Validus Pharmac,"$2,395,783.66",659414.0,"$2,549,469.86",594684.0,"$2,499,463.32",556143.0,"$2,663,806.41",496127.0,"$3,408,246.23",411622.0
Vanda Pharmaceu,"$60,601,829.75",1933612.0,"$63,922,568.10",1858295.0,"$69,910,751.68",1800974.0,"$78,567,471.88",1679928.0,"$86,256,646.41",1559550.0
Veloxis Pharmac,"$6,914,478.46",997749.0,"$13,864,310.39",1858762.0,"$23,813,782.94",3230608.0,"$33,092,909.61",3962431.0,"$39,052,147.26",4357044.0
Vensun/Strides,"$6,484,124.20",26972842.0,"$4,145,007.89",16455119.0,"$1,533,943.17",5988768.0,"$477,841.13",1847151.0,"$135,653.43",586513.0
"Verastem, Inc.",$0.00,0.0,"$563,919.58",2521.0,"$962,693.50",4368.0,"$915,570.80",3556.0,"$1,155,783.52",3724.0
Verity Pharmace,$0.00,0.0,$0.00,0.0,$0.00,0.0,"$1,517,628.99",1363.0,"$1,384,125.25",1465.0
Versapharm/Akor,"$21,651,551.94",12430146.0,"$18,166,762.95",11595958.0,"$10,528,049.46",10452797.0,"$8,747,852.56",6983374.0,"$6,298,275.92",5409607.0
Vertex Pharmace,"$566,957,984.22",2245558.0,"$768,748,534.21",2596460.0,"$1,248,266,670.16",4288397.0,"$1,427,700,972.21",4992913.0,"$1,601,587,678.25",5222634.0
Vertical Pharm,"$2,000,041.21",254785.0,"$1,789,263.29",208108.0,"$567,996.37",70922.0,"$229,336.25",33294.0,"$119,350.28",22299.0
Vertical/Avion,"$1,752,885.80",411460.0,"$2,272,945.62",452226.0,"$2,301,402.17",428446.0,"$1,865,290.72",352052.0,"$1,726,868.08",315747.0
Vgyaan Pharmace,$0.00,0.0,$0.00,0.0,$0.00,0.0,"$50,030.15",60680.0,"$130,917.09",188752.0
Viela/Horizon,$0.00,0.0,$0.00,0.0,$0.00,0.0,"$2,541,385.86",1350.0,"$5,729,662.92",2136.0
Vifor (Internat,"$57,982,990.89",28337.0,"$122,605,464.29",75224.0,"$151,597,644.12",145918.0,"$168,901,537.69",180891.0,"$142,394,014.22",163990.0
Viiv Healthcare,"$1,113,576,004.53",18800609.0,"$1,072,628,211.19",15425716.0,"$1,046,844,151.06",14158812.0,"$1,085,703,652.43",13783219.0,"$1,125,610,891.82",12636589.0
Viiv Healthcare*,"$19,558.12",52377.0,"$3,653.34",13544.0,"$8,727.94",36946.0,"$8,498.56",32814.0,"$18,677.98",63877.0
Viona Pharmaceu,$0.00,0.0,"$118,516.61",166133.0,"$1,654,842.79",2752926.0,"$5,590,609.15",8420772.0,"$10,095,451.34",16094108.0
Viona Pharmaceu*,$0.00,0.0,$0.00,0.0,"$19,623.44",4755.0,"$216,490.15",200082.0,"$397,490.19",1115845.0
Viropharma Biol,"$62,369,202.47",22268.0,"$30,915,841.95",11549.0,"$22,193,394.56",7897.0,"$17,900,801.35",6086.0,"$14,025,848.10",4821.0
Virtus Pharmace,"$14,222,979.17",42489207.0,"$17,357,082.27",31157413.0,"$17,053,506.51",35072763.0,"$12,499,487.11",19806943.0,"$9,961,950.46",17406426.0
Virtus Pharmace*,"$597,037.80",1245307.0,"$2,408,309.48",1455279.0,"$2,271,992.78",1454196.0,"$2,442,371.16",1839204.0,"$1,649,389.12",625422.0
Virtus/Acertis,$0.00,0.0,$0.00,0.0,$0.00,0.0,"$22,597.79",1386.0,"$97,384.51",7329.0
Vistapharm,"$959,247.34",1080504.0,"$1,131,603.21",1818685.0,"$2,722,226.17",12214547.0,"$4,192,698.06",16691290.0,"$1,621,397.39",2161151.0
Vistapharm/Azur,$0.00,0.0,$0.00,0.0,$0.00,0.0,"$59,098.09",54686.0,"$138,931.57",127547.0
Vistapharm/Pai,"$3,900,622.03",27985951.0,"$16,506,175.91",51001689.0,"$32,914,681.75",93360411.0,"$38,866,078.07",96694069.0,"$37,702,671.83",132573034.0
Vitruvias Thera,"$534,662.91",493601.0,"$3,528,904.30",615050.0,"$3,955,986.78",1025845.0,"$5,244,908.33",4796473.0,"$5,470,443.84",9175208.0
Vivus,"$345,033.74",54803.0,"$4,260,731.80",917462.0,"$5,675,227.37",1281508.0,"$6,151,501.19",1323475.0,"$7,194,321.31",1418157.0
Vyera Pharmaceu,"$29,485,382.35",44439.0,"$27,324,837.47",37568.0,"$14,069,535.01",19280.0,"$4,581,584.24",6372.0,"$2,902,181.16",4348.0
Vyne/Journey,$0.00,0.0,$0.00,0.0,"$786,404.30",50250.0,"$1,620,852.26",103970.0,"$1,854,672.35",117310.0
WG Crit/Novaplu,"$21,646.46",1330.0,"$57,717.10",5924.0,"$21,699.16",2449.0,"$13,237.71",1014.0,"$2,260.95",720.0
WG Critical Car,"$8,281,246.64",1450495.0,"$12,501,231.85",1748196.0,"$15,673,001.05",2996406.0,"$21,219,140.01",3238657.0,"$17,637,645.13",3150371.0
Wallace/Mylan,"$6,400,334.30",5391264.0,"$4,519,467.88",3989001.0,"$4,107,871.60",4163921.0,"$2,081,155.26",1716238.0,"$773,810.03",799370.0
Wallace/Mylan*,"$272,302.68",911782.0,"$292,639.46",935850.0,"$225,827.24",807033.0,"$109,011.62",371291.0,"$87,317.03",297347.0
Watson Labs,$838.60,1297.0,$15.83,398.0,$90.23,1809.0,$28.91,746.0,$123.51,576.0
Watson Pharma,"$566,983.55",1438.0,$189.26,382.0,$0.00,0.0,$0.00,0.0,$0.00,220.0
"Watson Pharma,","$13,994.83",119654.0,"$3,709.83",19136.0,$668.27,3855.0,"$10,325.02",68894.0,$87.80,627.0
"West-Ward, Inc.","$2,491,976.45",58867.0,"$4,201,934.93",13581.0,"$7,899,569.18",16652.0,"$6,943,291.11",9839.0,"$103,132.01",5442.0
"West-Ward, Inc.*",$166.50,210.0,$117.29,96.0,$881.47,88.0,$149.33,32.0,"$1,021.03",80.0
"West-Ward,Inc./","$2,347,659.46",35936.0,"$6,236,015.63",69645.0,"$5,259,412.20",72427.0,"$7,509,764.73",88108.0,"$5,950,535.24",52764.0
West-Ward-Novap,"$1,559,679.21",293121.0,"$6,437,257.40",887164.0,"$10,005,156.37",425786.0,"$14,916,002.09",776235.0,"$18,664,511.94",591265.0
West-Ward-Novap*,"$1,727.15",419.0,$155.23,104.0,"$80,152.00",3512.0,"$71,439.00",312.0,"$100,183.03",138.0
West-Ward/Hi-No,$634.57,535.0,"$2,817.06",2063.0,"$24,961.16",10247.0,"$87,652.21",18064.0,"$221,322.57",48036.0
West-Ward/Hikma,"$382,118,911.99",806129805.0,"$488,919,772.29",895560951.0,"$505,639,579.49",712923279.0,"$600,978,439.30",788244999.0,"$587,688,578.89",948801480.0
West-Ward/Hikma*,"$51,925,113.42",35461489.0,"$63,415,822.14",55889408.0,"$59,834,689.43",62942713.0,"$67,860,712.36",75544083.0,"$60,170,837.01",74863372.0
West-Ward/Mylan,"$6,242,024.49",27584373.0,"$1,285,967.37",5089809.0,"$54,150.68",169083.0,"$9,921.44",32607.0,"$2,092.87",6055.0
Westminster Pha,"$2,674,099.81",9825724.0,"$2,590,122.52",8649229.0,"$4,643,696.70",13130662.0,"$8,876,380.94",24069768.0,"$13,697,487.32",43922952.0
Wilshire Pharma,"$9,236,520.65",3583896.0,"$11,479,964.73",5037898.0,"$7,103,799.46",4372859.0,"$5,046,566.71",2568566.0,"$3,986,720.41",2051652.0
Winder Laborato,"$3,003,504.49",1914797.0,"$2,068,192.80",1298590.0,"$2,751,664.16",1691615.0,"$3,303,174.00",1976034.0,"$3,459,985.14",3222566.0
Winthrop US,"$45,722,985.35",6095650.0,"$51,826,915.32",7107421.0,"$53,483,186.18",12086418.0,"$36,797,151.93",11113117.0,"$25,044,572.31",6842260.0
Winthrop Us-Pre,"$491,213.49",20307.0,"$459,308.75",24599.0,"$67,852.18",17596.0,"$82,281.02",15049.0,"$91,740.69",12387.0
Wockhardt USA L,"$14,431,322.60",16513109.0,"$16,385,808.58",17955522.0,"$14,353,158.69",14084544.0,"$17,084,298.88",13253162.0,"$15,914,659.79",19532075.0
Wockhardt USA L*,"$294,333.74",6394.0,"$96,088.85",1839.0,"$48,667.48",1092.0,"$71,003.28",352.0,"$64,978.25",283.0
Women'S Choice,"$1,865,765.60",1175338.0,"$1,657,400.57",788620.0,"$1,480,850.20",675261.0,"$1,211,179.85",539881.0,"$780,495.72",319547.0
Woodward Pharma,$0.00,0.0,"$370,782.60",405429.0,"$1,042,611.81",593155.0,"$2,973,276.01",1978020.0,"$7,441,281.00",4082369.0
Woodward Pharma*,"$2,730,440.45",896638.0,"$3,727,684.00",1790954.0,"$4,577,646.54",2541361.0,"$4,235,945.95",2169082.0,"$4,460,049.50",2764199.0
Wyeth Pharm,"$5,706.39",255.0,"$3,674.47",18.0,$607.76,50.0,$610.89,382.0,$182.31,334.0
Wyeth-Amer/Pfiz,"$19,821.71",1985.0,"$25,046.64",1892.0,"$23,217.65",2207.0,"$18,082.83",818.0,"$3,168.78",159.0
Wyeth-Prepr/Pfi,"$238,253.92",2532.0,"$383,343.19",4009.0,"$47,164.66",1161.0,"$17,624.19",251.0,"$33,346.29",432.0
Wyeth/Pfizer,"$157,546,581.20",81422437.0,"$149,856,780.25",79610564.0,"$135,222,204.08",68867085.0,"$128,770,966.18",60562914.0,"$121,402,688.68",159596638.0
Wyeth/Pfizer*,"$78,419,113.06",10431444.0,"$72,148,766.55",8862302.0,"$67,360,408.97",7983747.0,"$67,975,714.95",7641680.0,"$67,589,275.74",7201568.0
X-Gen Pharmaceu,"$2,915,709.24",209535.0,"$9,704,539.93",248151.0,"$10,953,208.52",247331.0,"$10,106,551.56",222564.0,"$9,950,043.66",222785.0
X-Gen/Novaplus,"$6,452.53",791.0,"$153,610.64",1344.0,"$495,228.81",1802.0,"$1,080,250.04",2323.0,"$629,918.71",1066.0
Xellia Pharmace,$0.00,0.0,"$9,076,556.62",89310.0,"$7,701,260.05",175254.0,"$7,129,935.22",526500.0,"$8,435,638.74",837185.0
Xellia-Premierp,$0.00,0.0,$0.00,0.0,$0.00,0.0,"$29,455.42",432.0,"$124,341.10",16299.0
Xeris Pharmaceu,$0.00,0.0,"$33,761.12",18.0,"$3,387,897.83",2176.0,"$7,007,681.96",4619.0,"$15,902,476.17",12818.0
"Xiromed, LLC","$5,586,080.13",10251016.0,"$13,448,278.67",29014100.0,"$26,415,279.07",39223585.0,"$57,723,355.62",82596882.0,"$68,812,085.36",146713406.0
Xspire Pharma,"$2,923,104.12",946488.0,"$4,538,948.18",1801537.0,"$3,424,969.04",1520064.0,"$1,630,423.89",694287.0,"$1,721,216.45",436878.0
Xttrium Labs.,"$6,136,561.10",486474092.0,"$7,577,623.68",503771852.0,"$7,732,988.06",502750463.0,"$9,464,863.41",592896094.0,"$9,182,137.12",588827686.0
Y-Mabs Therapeu,$0.00,0.0,$0.00,0.0,$0.00,0.0,"$517,294.53",800.0,"$2,788,097.33",3630.0
Yiling Pharmace,"$76,757.26",378243.0,"$236,266.09",927010.0,"$259,585.69",1017710.0,"$144,240.90",623281.0,"$60,422.90",212926.0
"Zambon USA, Ltd",$0.00,0.0,$0.00,0.0,$0.00,0.0,$0.00,0.0,"$18,345.57",368.0
Zameer Pharmace,$0.00,0.0,$0.00,0.0,$0.00,0.0,$0.00,0.0,"$21,516.01",10008.0
Zealand Ph/Novo,$0.00,0.0,$0.00,0.0,$0.00,0.0,"$73,325.36",131.0,"$359,981.37",703.0
"Zogenix, Inc.",$0.00,0.0,$0.00,0.0,"$4,007,381.84",95976.0,"$34,231,971.60",782969.0,"$69,694,804.60",1459258.0
Zr Pharma& Gmbh,$0.00,0.0,$0.00,0.0,$0.00,0.0,$0.00,0.0,"$1,198,500.99",997.0
Zydus Pharmaceu,"$233,084,322.00",751499655.0,"$317,725,071.44",966110301.0,"$316,395,100.38",1020461637.0,"$293,573,132.27",1041212596.0,"$294,550,638.48",1009471044.0
Zydus Pharmaceu*,"$28,956,265.09",13327890.0,"$26,145,661.79",12681360.0,"$26,512,551.24",11078137.0,"$25,490,378.53",10790085.0,"$23,345,162.22",10320788.0
Zylera,"$425,280.38",33895.0,"$435,186.42",34048.0,"$652,326.94",46412.0,"$536,751.40",40384.0,"$299,806.08",20348.0
Zylera/Cerecor,"$1,405,998.71",1313144.0,"$4,533,101.71",4044934.0,"$4,772,434.76",4242327.0,"$5,423,131.51",4875300.0,"$7,624,689.19",6752811.0
