Brnd_Name,Gnrc_Name,Tot_Mftr,Mftr_Name,Tot_Spndng_2018,Tot_Dsg_Unts_2018,Tot_Clms_2018,Avg_Spnd_Per_Dsg_Unt_Wghtd_2018,Avg_Spnd_Per_Clm_2018,Outlier_Flag_2018,Tot_Spndng_2019,Tot_Dsg_Unts_2019,Tot_Clms_2019,Avg_Spnd_Per_Dsg_Unt_Wghtd_2019,Avg_Spnd_Per_Clm_2019,Outlier_Flag_2019,Tot_Spndng_2020,Tot_Dsg_Unts_2020,Tot_Clms_2020,Avg_Spnd_Per_Dsg_Unt_Wghtd_2020,Avg_Spnd_Per_Clm_2020,Outlier_Flag_2020,Tot_Spndng_2021,Tot_Dsg_Unts_2021,Tot_Clms_2021,Avg_Spnd_Per_Dsg_Unt_Wghtd_2021,Avg_Spnd_Per_Clm_2021,Outlier_Flag_2021,Tot_Spndng_2022,Tot_Dsg_Unts_2022,Tot_Clms_2022,Avg_Spnd_Per_Dsg_Unt_Wghtd_2022,Avg_Spnd_Per_Clm_2022,Outlier_Flag_2022,Chg_Avg_Spnd_Per_Dsg_Unt_21_22,CAGR_Avg_Spnd_Per_Dsg_Unt_18_22
Ascomp With Codeine,Codeine/Butalbital/Asa/Caffein,1,Breckenridge,376311.91,272298.0,4860.0,1.381985582,77.430434156,0.0,328562.0,225331.0,4161.0,1.4581304836,78.962268685,0.0,347192.95,239139.0,4188.0,1.4518457884,82.901850525,0.0,215064.74,151204.0,2483.0,1.4223482183,86.614877165,0.0,178360.57,126340.0,2067,1.4117505936,86.289583938,0,-0.007450795,0.0053415147
Ascorbic Acid*,Ascorbic Acid,1,Rugby,1198.15,18377.0,391.0,0.0651983458,3.0643222506,1.0,1445.73,25591.0,516.0,0.0564936892,2.8018023256,1.0,2349.13,41990.1,894.0,0.0559448537,2.6276621924,1.0,2385.16,54100.45,1277.0,0.0440876185,1.8677838684,1.0,2293.95,60700.0,1421,0.037791598,1.6143209008,1,-0.142806999,-0.127451312
Ascorbic Acid*,Ascorbic Acid,1,Mylan Instituti,56576.91,23776.835,1266.0,2.379497103,44.68950237,0.0,100221.11,146273.963,1681.0,0.6851602838,59.619934563,0.0,67700.66,30442.126,1505.0,2.2239136649,44.983827243,1.0,42394.96,428744.291,1089.0,0.0988816898,38.930174472,0.0,11274.06,8138.77,344,1.3852289719,32.773430233,0,13.008953268,-0.126507669
Asenapine Maleate,Asenapine Maleate,1,Alembic Pharmac,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111504.82,7443.0,165.0,14.993875056,675.78678788,1.0,3133226.22,449470.5,10091.0,6.9683699983,310.4970984,0.0,2581192.69,571426.0,12598,4.518749037,204.88908478,0,-0.351534284,-0.451025506
Asenapine Maleate,Asenapine Maleate,1,Greenstone LLC.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,131575.49,10039.0,225.0,13.096611457,584.77995556,1.0,6102261.07,959940.0,21679.0,6.3893214688,281.48259006,0.0,2780235.12,604563.0,13997,4.6069431472,198.6307866,0,-0.278962067,-0.406901324
Asenapine Maleate,Asenapine Maleate,1,Breckenridge,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24818.29,1655.0,39.0,15.036920613,636.36641026,1.0,2281485.98,331461.0,7268.0,6.9516338749,313.90836269,0.0,3423346.88,676400.0,15125,5.0747862131,226.3369838,0,-0.269986552,-0.419062486
Asenapine Maleate,Asenapine Maleate,1,Sigmapharm Labo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16622.02,5092.0,97.0,3.2645118773,171.36103093,1.0,1318345.69,348919.0,7399.0,3.7777147583,178.1789012,0.0,1408138.19,416137.0,8503,3.3838691145,165.60486769,0,-0.104254998,0.0181169123
Ashlyna,L-Norgest/E.Estradiol-E.Estrad,1,Glenmark Pharma,3243904.15,2747996.917,30111.0,1.1804613498,107.73153167,0.0,2865188.45,2831866.612,30948.0,1.01176674,92.58073058,0.0,2516832.36,2814021.222,30693.0,0.8943899713,82.000207213,0.0,1470273.59,1680154.916,18296.0,0.8750821582,80.360384237,0.0,1282041.07,1706471.446,18547,0.7512818764,69.123905214,0,-0.141472753,-0.106822478
Asmanex,Mometasone Furoate,1,Organon LLC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1179027.79,1562.98,5089.0,767.32423457,231.68162507,1.0,11768414.54,11566.632,48222,1038.4927047,244.04658745,1,0.3533948987,0.3533948987
Asmanex,Mometasone Furoate,1,Merck Sharp & D,23884755.18,24595.54,113570.0,991.61146589,210.30866584,1.0,15733611.43,15123.569,70571.0,1059.5292966,222.94726488,1.0,17614514.17,16141.502,76536.0,1114.1975101,230.14678282,0.0,15627805.17,14160.736,66680.0,1124.6686896,234.37020351,0.0,840326.56,831.93,3504,1028.1514419,239.81922374,1,-0.085818382,0.0090876414
Asmanex HFA,Mometasone Furoate,1,Merck Sharp & D,17668158.83,1204105.8,91617.0,14.665985598,192.84803945,0.0,12268540.01,820911.136,62126.0,14.93834592,197.47835061,0.0,12449755.36,832854.423,63032.0,14.942058301,197.51483945,0.0,13847851.11,943594.722,71697.0,14.668217398,193.14408009,0.0,1667047.29,114232.6,8745,14.592119756,190.62862093,0,-0.005187927,-0.00126152
Asmanex HFA,Mometasone Furoate,1,Organon LLC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1319878.79,91500.6,6931.0,14.413249998,190.4312206,0.0,13950086.95,921062.516,69505,15.136466154,200.70623624,0,0.0501771742,0.0501771742
Asparlas,Calaspargase PEGol-Mknl,1,Servier Pharmac,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,618718.8,115.268,26,5367.6545095,23796.876923,1,0.0,0.0
Aspirin,Aspirin,1,Rugby,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.17,523.0,17.0,0.048126195,1.4805882353,1.0,297.88,5162.0,152.0,0.0577063154,1.9597368421,0.0,91.59,990.0,31,0.0925151515,2.954516129,1,0.6032067011,0.3864865753
Aspirin,Aspirin,1,Perrigo/Goodsen,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,166.01,3735.0,107.0,0.0444471218,1.5514953271,1.0,806.06,17929.0,565.0,0.0449584472,1.4266548673,0.0,1351.52,21568.0,672,0.0626632047,2.0111904762,0,0.393802692,0.1873656458
Aspirin,Aspirin,1,Geri-Care,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,267.15,1841.0,45,0.1451413509,5.9366666667,1,0.0,0.0
Aspirin EC,Aspirin,1,Geri-Care,80.54,586.0,34.0,0.137440273,2.3688235294,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,611.98,3301.0,81,0.1901307466,7.555308642,1,0.0,0.0845125602
Aspirin EC,Aspirin,1,Sm-Strategic So,444.26,12803.0,455.0,0.0347280851,0.9763956044,1.0,363.86,11551.0,412.0,0.031519803,0.8831553398,1.0,86.1,2020.0,58.0,0.043798606,1.4844827586,1.0,214.05,3537.0,104.0,0.059685952,2.0581730769,1.0,8.18,840.0,26,0.009805668,0.3146153846,1,-0.835712296,-0.271047739
Aspirin EC,Aspirin,1,Akron Pharma In,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1709.09,8288.0,175,0.2062125965,9.7662285714,1,0.0,0.0
Aspirin-Dipyridamole ER,Aspirin/Dipyridamole,1,Par Pharm.,12160.26,2760.0,43.0,4.4058913043,282.79674419,1.0,368403.87,91444.0,1459.0,4.0287374787,252.504366,0.0,149457.94,48369.0,690.0,3.0899530691,216.60571014,0.0,188922.17,85811.0,1194.0,2.2016078358,158.22627303,0.0,109387.63,56638.0,843,1.9313469755,129.75994069,0,-0.122756131,-0.186314398
Aspirin-Dipyridamole ER,Aspirin/Dipyridamole,1,"Micro Labs USA,",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,635.87,660.0,11.0,0.9634393939,57.806363636,1.0,35867.77,26030.0,419,1.377939685,85.60326969,0,0.4302297515,0.4302297515
Aspirin-Dipyridamole ER,Aspirin/Dipyridamole,1,Northstar Rx Ll,0.0,0.0,0.0,0.0,0.0,0.0,7889.8,2162.0,26.0,3.649306198,303.45384615,1.0,90015.39,30846.0,464.0,2.9182192181,193.99868534,0.0,86781.87,44521.0,629.0,1.9492345185,137.96799682,0.0,62193.18,38677.0,594,1.6080145823,104.70232323,0,-0.175053301,-0.239043392
Aspirin-Dipyridamole ER,Aspirin/Dipyridamole,1,Dr.Reddy'S Lab,0.0,0.0,0.0,0.0,0.0,0.0,91636.82,26350.0,387.0,3.4776781784,236.78764858,0.0,81713.89,27823.0,349.0,2.9369187363,234.13722063,0.0,176852.51,91281.0,1314.0,1.9374514959,134.59095129,0.0,164297.3,102310.0,1408,1.6058772359,116.6884233,0,-0.171139386,-0.227068541
Aspirin-Dipyridamole ER,Aspirin/Dipyridamole,1,Glenmark Pharma,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70688.06,30828.0,449.0,2.2929823537,157.43443207,0.0,187907.42,110745.0,1541.0,1.6967575963,121.93862427,0.0,214726.03,131337.0,1844,1.6349241265,116.44578633,0,-0.036442135,-0.155599571
Aspirin-Dipyridamole ER,Aspirin/Dipyridamole,1,Major Pharmaceu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1687.83,780.0,13,2.1638846154,129.83307692,1,0.0,0.0
Aspirin-Dipyridamole ER,Aspirin/Dipyridamole,1,Amneal Pharmace,2504548.45,569824.0,9350.0,4.3953017949,267.86614439,0.0,740272.17,181387.0,2860.0,4.0811754426,258.83642308,0.0,234915.22,87913.0,1301.0,2.6721329041,180.56511914,0.0,169290.38,86268.0,1185.0,1.9623774748,142.86108017,0.0,121961.17,77035.0,994,1.5831916661,122.69735412,0,-0.193227763,-0.225295286
Aspirin-Dipyridamole ER,Aspirin/Dipyridamole,1,Ani Pharmaceuti,0.0,0.0,0.0,0.0,0.0,0.0,2537.0,776.0,12.0,3.2693298969,211.41666667,1.0,141338.31,57746.0,873.0,2.4475861532,161.89955326,0.0,112165.98,65433.0,982.0,1.7142111778,114.22197556,0.0,24777.74,12352.0,198,2.0059698834,125.14010101,0,0.1701999785,-0.150255125
Aspruzyo Sprinkle,Ranolazine,1,Sun Pharma Glob,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3051.04,494.0,12,6.6260074024,254.25333333,1,0.0,0.0
Astagraf XL,Tacrolimus,1,Astellas Pharma,2621735.05,420272.7,4837.0,8.993673388,542.01675625,0.0,2764877.17,428826.4,4977.0,9.0757336467,555.53087603,0.0,2769870.09,432367.38,4681.0,9.2465815354,591.72614612,0.0,2737763.71,375871.59,4423.0,9.7637366415,618.9834298,1.0,2493622.33,350903.6,3889,9.7536599987,641.1988506,1,-0.001032048,0.0204873491
Astringyn,Ferric Subsulfate,1,Coopersurgical,117.96,20.001,21.0,5.8977051147,5.6171428571,1.0,51065.87,413.0,97.0,123.64617433,526.45226804,1.0,70457.5,826.259,72.0,85.272898692,978.57638889,1.0,55157.9,331.0,102.0,166.64018127,540.76372549,1.0,65006.33,659.0,152,98.643899848,427.67322368,1,-0.408042532,1.0223056485
Atacand,Candesartan Cilexetil,1,Ani Pharmaceuti,4648.74,570.0,17.0,8.0356013072,273.45529412,1.0,34173.79,5216.0,129.0,6.9768690648,264.91310078,1.0,57535.85,5475.5,142.0,10.056314034,405.18204225,1.0,39212.4,5397.0,119.0,7.0504267067,329.51596639,1.0,35656.8,4976.0,110,7.2021306189,324.15272727,1,0.0215169831,-0.0270049
Atacand HCT,Candesartan/Hydrochlorothiazid,1,Ani Pharmaceuti,0.0,0.0,0.0,0.0,0.0,0.0,23500.26,2925.0,88.0,8.0595815652,267.04840909,1.0,22376.35,2489.0,62.0,8.9188688226,360.90887097,1.0,10728.26,1260.0,27.0,8.8408326118,397.34296296,1.0,8428.14,1220.0,19,7.0751185723,443.58631579,1,-0.199722596,-0.042496414
Atazanavir Sulfate,Atazanavir Sulfate,1,Teva USA,13488353.15,569767.0,17317.0,24.624839163,778.90819137,0.0,2093664.58,158913.0,4870.0,13.665742747,429.91059138,0.0,875247.18,81803.0,2447.0,11.115258358,357.68172456,0.0,657341.2,67283.0,2006.0,10.214555275,327.68753739,0.0,355060.88,42237.0,1240,8.8181822439,286.33941935,0,-0.136704242,-0.226426797
Atazanavir Sulfate,Atazanavir Sulfate,1,Laurus Labs Lim,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,273207.99,35681.0,942,8.0534299644,290.02971338,0,0.0,0.0
Atazanavir Sulfate,Atazanavir Sulfate,1,Northstar Rx Ll,0.0,0.0,0.0,0.0,0.0,0.0,223525.03,18292.0,554.0,12.689126422,403.47478339,0.0,624744.79,66131.0,1911.0,9.9024611169,326.9203506,0.0,367839.91,36660.0,1015.0,10.32240835,362.40385222,0.0,320641.67,26166.0,703,12.784094753,456.10479374,0,0.2384798508,0.0024885451
Atazanavir Sulfate,Atazanavir Sulfate,1,Camber Pharmace,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19570.18,2550.0,76,7.758004386,257.50236842,1,0.0,0.0
Atazanavir Sulfate,Atazanavir Sulfate,1,"Cipla USA, Inc.",330347.16,19366.0,559.0,17.848712899,590.96093023,0.0,2386971.78,204259.0,6000.0,12.204260676,397.82863,0.0,1229916.55,130335.0,3709.0,9.9779762204,331.60327582,0.0,694542.52,75853.0,2139.0,9.8637542631,324.70431043,0.0,270403.6,31218.0,889,9.0400737107,304.16602925,0,-0.083505786,-0.156390878
Atazanavir Sulfate,Atazanavir Sulfate,1,Amneal Pharmace,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,181302.77,17388.0,453.0,11.094976867,400.22686534,0.0,835476.68,78254.0,1996.0,11.256183463,418.57549098,0.0,401771.74,43478.0,1156,9.6217216195,347.5534083,0,-0.145205686,-0.068756631
Atazanavir Sulfate,Atazanavir Sulfate,1,Aurobindo Pharm,1711450.59,99268.0,2906.0,18.057177647,588.93688575,0.0,3615891.77,283684.0,8031.0,13.434628917,450.24178434,0.0,2078456.07,206493.0,5588.0,10.664983292,371.94990515,0.0,1180404.45,125803.0,3333.0,10.001332301,354.15675068,0.0,832634.55,106737.0,2766,8.1615349432,301.02478308,0,-0.183955227,-0.180062983
Atenolol,Atenolol,1,Mylan,394346.09,2508508.9,64816.0,0.1574918729,6.0840855653,0.0,562147.64,3567551.967,89900.0,0.1582082899,6.253032703,0.0,835255.73,5715115.319,127605.0,0.1467918413,6.5456348105,0.0,615349.16,4129723.75,91085.0,0.1496054396,6.7557683482,0.0,190547.37,1783516.494,25847,0.1355318137,7.3721271327,0,-0.094071619,-0.036845905
Atenolol,Atenolol,1,Major Pharmaceu,1683.77,1402.5,149.0,1.2005490196,11.300469799,0.0,5103.23,412.5,64.0,12.371466667,79.73796875,1.0,1212.12,16.0,13.0,75.7575,93.24,1.0,0.0,0.0,0.0,0.0,0.0,0.0,32867.55,888.5,59,36.992177828,557.07711864,1,0.0,1.3560391385
Atenolol,Atenolol,1,Ahp,623.6,651.0,184.0,0.9579109063,3.3891304348,0.0,9336.12,195.5,40.0,47.755089514,233.403,1.0,10756.0,33.0,27.0,325.93939394,398.37037037,1.0,0.0,0.0,0.0,0.0,0.0,0.0,53419.86,535.0,79,100.85756962,676.20075949,1,0.0,2.2032869555
Atenolol,Atenolol,1,Legacy Pharmace,27702.33,212239.03,4824.0,0.1305242019,5.7426057214,0.0,18965.74,149628.7,3385.0,0.1267520202,5.6028774003,0.0,458.13,4460.0,93.0,0.1027197309,4.9261290323,1.0,431.92,2324.0,53.0,0.1858519793,8.1494339623,1.0,489.98,3375.0,65,0.1451792593,7.5381538462,1,-0.218844697,0.0269596554
Atenolol,Atenolol,1,Aurobindo Pharm,518.24,6421.0,197.0,0.084620301,2.6306598985,1.0,289.28,6643.0,188.0,0.0447319759,1.5387234043,1.0,18465.97,185789.0,3556.0,0.0992422487,5.1929049494,0.0,817886.76,7441014.481,158012.0,0.1104923695,5.1761053591,0.0,1464823.28,9986055.205,216479,0.1467173352,6.7665837333,0,0.3278503837,0.1474974159
Atenolol,Atenolol,1,Sandoz,1691791.67,14001381.792,340350.0,0.1208435766,4.9707409138,0.0,1360398.16,10277651.274,246623.0,0.1324721614,5.5161041752,0.0,668720.75,4383077.911,104675.0,0.1526911044,6.3885431096,0.0,168266.58,1058887.556,25944.0,0.1590623012,6.4857608696,0.0,10324.79,31047.983,848,0.3149080665,12.175459906,0,0.9797781386,0.2705450067
Atenolol,Atenolol,1,Ranbaxy/Sun Pha,60616.58,507447.193,14111.0,0.1196202248,4.295696974,0.0,42622.23,335062.733,8898.0,0.1270753511,4.7900910317,0.0,27873.91,252587.565,6471.0,0.1103543893,4.3075119765,0.0,19893.6,200712.752,4880.0,0.0994811939,4.076557377,0.0,16686.69,162366.566,3681,0.1034002949,4.533194784,0,0.0393953957,-0.035772994
Atenolol,Atenolol,1,Zydus Pharmaceu,3481912.99,24378843.408,593074.0,0.1431032457,5.8709587505,0.0,1622717.9,12003074.174,281881.0,0.1355076017,5.7567480604,0.0,1704085.09,13075533.179,262094.0,0.1306532576,6.5018088548,0.0,2035322.22,17545629.629,316432.0,0.1164239443,6.4320998508,0.0,1912906.95,16819492.391,285628,0.113973682,6.6971968785,0,-0.021046034,-0.055311184
Atenolol,Atenolol,1,Mylan Instituti,57226.72,77621.0,2850.0,0.8136326655,20.079550877,0.0,740008.39,32869.5,1745.0,24.879645273,424.07357593,1.0,907311.14,197775.0,5049.0,5.5283085245,179.70115666,1.0,1028303.97,53882.88,2168.0,19.660181688,474.30994926,1.0,865526.4,178052.825,1481,18.713244508,584.42025658,1,-0.04816523,1.1899297274
Atenolol,Atenolol,1,Rising Pharm,783542.77,5026759.1,112561.0,0.1560529056,6.9610501861,0.0,781798.41,5024586.666,114481.0,0.1557416911,6.8290669194,0.0,651860.64,4826225.884,100081.0,0.1351622275,6.5133306022,0.0,2116231.42,18142060.416,352532.0,0.1167510994,6.0029484416,0.0,2141463.01,15679662.636,282555,0.1365972523,7.5789244926,0,0.1699868609,-0.032741564
Atenolol,Atenolol,1,Unichem Pharmac,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69150.76,572537.0,10550.0,0.1208618472,6.5545744076,0.0,519413.43,5345347.51,100356.0,0.0977647087,5.1757087768,0.0,694642.85,5983282.698,106753,0.1168552951,6.5070101074,0,0.1952707336,-0.016714614
Atenolol,Atenolol,1,Teva USA,3636750.79,27462676.866,645625.0,0.1326980739,5.6329150668,0.0,4757794.48,37750802.445,863250.0,0.1261560493,5.5114908543,0.0,4642623.28,39411097.86,832813.0,0.117925399,5.5746287342,0.0,1846698.06,15193393.918,291037.0,0.1216566905,6.3452346609,0.0,2026958.12,13818703.206,241886,0.147000867,8.3798075126,0,0.2083253819,0.0259207628
Atenolol-Chlorthalidone,Atenolol/Chlorthalidone,1,Unichem Pharmac,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,242653.48,470664.0,9792.0,0.5163483981,24.780788399,0.0,299594.56,603286.5,12813,0.4963397961,23.382077577,0,-0.038750197,-0.038750197
Atenolol-Chlorthalidone,Atenolol/Chlorthalidone,1,Northstar Rx Ll,0.0,0.0,0.0,0.0,0.0,0.0,4821.82,8462.0,223.0,0.5711550614,21.622511211,0.0,194653.06,362587.0,9303.0,0.5372437703,20.923686983,0.0,285680.01,559046.12,13279.0,0.5111318712,21.513668951,0.0,139933.7,275078.0,6814,0.5075082965,20.536204872,0,-0.007089315,-0.038617146
Atenolol-Chlorthalidone,Atenolol/Chlorthalidone,1,Mylan,441866.34,1105972.0,33168.0,0.4000751971,13.322067656,0.0,90778.3,199486.0,5870.0,0.4546444221,15.464787053,0.0,21040.86,58502.0,1648.0,0.3588163012,12.767512136,0.0,2478.05,9896.0,323.0,0.2519618778,7.6719814241,1.0,386.35,810.0,27,0.4769753086,14.309259259,1,0.8930455386,0.044933295
Atenolol-Chlorthalidone,Atenolol/Chlorthalidone,1,Actavis/Teva,1713196.22,3595073.5,104977.0,0.4767849481,16.319729274,0.0,1969015.09,3967708.5,110492.0,0.4966039798,17.820431253,0.0,1312143.76,2925470.5,71330.0,0.4487074238,18.39539829,0.0,764021.05,1766259.18,38358.0,0.432723631,19.918167006,0.0,375804.39,922388.0,19798,0.4082844869,18.981937064,0,-0.056477489,-0.038033196
Atenolol-Chlorthalidone,Atenolol/Chlorthalidone,1,Novitium/Ani Ph,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,160654.38,399771.0,7877,0.4026937842,20.395376412,0,0.0,0.0
Atenolol-Chlorthalidone,Atenolol/Chlorthalidone,1,Zydus Pharmaceu,0.0,0.0,0.0,0.0,0.0,0.0,62035.8,128379.0,3526.0,0.4833030874,17.593817357,0.0,449706.84,955699.5,25102.0,0.4704853288,17.915179667,0.0,734631.9,1522063.15,36766.0,0.4827840134,19.981284339,0.0,745713.49,1604373.59,37140,0.4648401992,20.07844615,0,-0.037167374,-0.012899505
Ativan*,Lorazepam,1,Bausch Health U,3129030.28,102629.0,1119.0,30.039126077,2796.2737087,0.0,3180157.04,99933.0,1264.0,31.418461688,2515.9470253,0.0,2511808.17,72132.0,935.0,36.772903124,2686.4258503,0.0,2658660.92,68488.5,781.0,40.650769978,3404.1753137,0.0,2691300.61,67736.5,796,41.184765242,3381.0309171,0,0.013136166,0.0820873632
Ativan*,Lorazepam,1,West-Ward/Hikma,164250.87,6542.702,5529.0,25.106500746,29.70715681,1.0,272141.53,6745.425,5674.0,40.332354791,47.962906239,1.0,123187.28,4863.0,3611.0,25.295067943,34.114450291,1.0,400895.85,6698.225,5676.0,59.845633713,70.629994715,1.0,453753.31,8172.76,7004,55.496593547,64.784881496,1,-0.072670969,0.2193265629
Ativan*,Lorazepam,1,Baxter Healthca,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,365.0,304.0,0.0,0.0,1.0,0.0,333.0,277,0.0,0.0,1,0.0,0.0
Atomoxetine HCl,Atomoxetine HCl,1,Teva USA,21642272.63,5671002.9,175767.0,3.8260556834,123.13046607,0.0,16467003.32,5635905.5,172416.0,2.927917557,95.507396761,0.0,9869785.44,4206690.433,126879.0,2.3524333508,77.788959875,0.0,2388431.17,1192837.5,35650.0,2.0097763059,66.99666676,0.0,4297630.29,2503769.525,73443,1.7220407066,58.516540582,0,-0.143167973,-0.180926205
Atomoxetine HCl,Atomoxetine HCl,1,Rising Pharm,24967306.45,6631495.101,208592.0,3.774352667,119.69445832,0.0,10249290.77,3355124.042,106389.0,3.0626874709,96.337880514,0.0,7359594.27,3024977.082,93250.0,2.4406024436,78.923262949,0.0,14678754.63,7081041.796,210308.0,2.0807029032,69.796463425,0.0,14076600.28,7805660.457,230882,1.8083419117,60.968807789,0,-0.130898549,-0.168026453
Atomoxetine HCl,Atomoxetine HCl,1,Prasco Labs,31408910.44,8559800.844,264806.0,3.679314934,118.61102256,0.0,29417991.7,9521498.24,294426.0,3.0987735648,99.916419406,0.0,2502348.52,960282.0,31050.0,2.6106732438,80.590934622,0.0,345394.1,136876.0,4637.0,2.5321806663,74.486543024,0.0,48845.09,22357.0,701,2.2060971214,69.679158345,0,-0.128775782,-0.120036991
Atomoxetine HCl,Atomoxetine HCl,1,Northstar Rx Ll,1917098.9,525069.0,15951.0,3.6595030272,120.18675318,0.0,10559982.79,3500069.96,106620.0,3.0271172351,99.043170043,0.0,10886299.57,4477075.987,134771.0,2.4397336134,80.776276573,0.0,10371077.55,5013172.912,148838.0,2.0763439534,69.680307112,0.0,8716979.16,5068580.951,149477,1.7272707166,58.316524683,0,-0.168119177,-0.171133524
Atomoxetine HCl,Atomoxetine HCl,1,Glenmark Pharma,32803202.94,8758035.187,268782.0,3.7574295257,122.04389781,0.0,16261395.88,5284704.07,166436.0,3.0871812885,97.703597058,0.0,11562569.15,4590525.614,142548.0,2.52946327,81.113513694,0.0,11734056.38,5346292.174,165166.0,2.207162593,71.044018624,0.0,7959931.49,4614359.643,143027,1.7328270233,55.653348599,0,-0.214907398,-0.175926228
Atomoxetine HCl,Atomoxetine HCl,1,Burel Pharmaceu,0.0,0.0,0.0,0.0,0.0,0.0,394972.76,131989.0,4040.0,3.0024961988,97.765534653,0.0,22816081.34,8820283.0,263727.0,2.5940024807,86.514013886,0.0,21230771.08,9204691.5,272105.0,2.313859389,78.024185811,0.0,7999930.99,4722817.271,138863,1.6987425373,57.610241677,0,-0.265840204,-0.172918389
Atomoxetine HCl,Atomoxetine HCl,1,Avpak,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1049.91,434.0,15.0,2.420669527,69.994,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3611.83,289.0,20,18.763537757,180.5915,1,0.0,1.7841306488
Atomoxetine HCl,Atomoxetine HCl,1,Dr.Reddy'S Lab,12008.07,3335.0,97.0,3.6529802796,123.79453608,1.0,5935475.83,2228894.499,69758.0,2.6692454908,85.086668626,0.0,6887435.37,2902482.665,89623.0,2.3810120276,76.848971469,0.0,6730341.33,3256373.808,99578.0,2.0738736112,67.58863735,0.0,10834882.35,6281150.183,183194,1.7316560123,59.144307947,0,-0.16501372,-0.170237938
Atomoxetine HCl,Atomoxetine HCl,1,Ahp,2335.81,643.0,25.0,3.6326749611,93.4324,1.0,2217.97,730.0,25.0,3.0383150685,88.7188,1.0,3479.1,1315.0,44.0,2.6457600224,79.070454545,1.0,9406.85,2172.0,78.0,4.2141609366,120.60064103,1.0,3629.97,1230.0,52,2.9271388829,69.807115385,1,-0.305404106,-0.052554588
Atomoxetine HCl,Atomoxetine HCl,1,Camber Pharmace,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5424381.24,3264100.6,75983.0,1.8132375252,71.389406051,0.0,20766297.93,11553067.689,341521,1.8037470175,60.80533241,0,-0.005234012,-0.005234012
