Brnd_Name,Gnrc_Name
Xermelo,Telotristat Etiprate
Xgeva,Denosumab
Xhance,Fluticasone Propionate
Xiaflex,Collagenase Clostridium Hist.
Xifaxan,Rifaximin
Xigduo XR,Dapagliflozin/Metformin HCl
Xiidra,Lifitegrast
Ximino,Minocycline HCl
Xofluza,Baloxavir Marboxil
Xolair,Omalizumab
Xolegel,Ketoconazole
Xopenex,Levalbuterol HCl
Xopenex HFA,Levalbuterol Tartrate
Xospata,Gilteritinib Fumarate
Xpovio,Selinexor
Xtampza ER,Oxycodone Myristate
Xtandi,Enzalutamide
Xulane,Norelgestromin/Ethin.Estradiol
Xultophy 100-3.6,Insulin Degludec/Liraglutide
Xylocaine,Lidocaine HCl
Xylocaine With Epinephrine,Lidocaine HCl/Epinephrine
Xylocaine-MPF,Lidocaine HCl/PF
Xyosted,Testosterone Enanthate
Xyrem,Sodium Oxybate
Xywav,"Sodium,Calcium,Mag,Pot Oxybate"
Yasmin 28,Ethinyl Estradiol/Drospirenone
Yaz,Ethinyl Estradiol/Drospirenone
Yervoy,Ipilimumab
Yf-Vax,Yellow Fever Vaccine Live/PF
Yondelis,Trabectedin
Yonsa,"Abiraterone Acet,Submicronized"
Yupelri,Revefenacin
Yuvafem,Estradiol
Zafemy,Norelgestromin/Ethin.Estradiol
Zafirlukast,Zafirlukast
Zaleplon,Zaleplon
Zanaflex,Tizanidine HCl
Zarontin,Ethosuximide
Zarxio,Filgrastim-Sndz
Zatean-Pn DHA,Multivit 47/Iron/Folate 1/DHA
Zavesca,Miglustat
Zegalogue Autoinjector,Dasiglucagon HCl
Zegalogue Syringe,Dasiglucagon HCl
Zegerid,Omeprazole/Sodium Bicarbonate
Zejula,Niraparib Tosylate
Zelapar,Selegiline HCl
Zelboraf,Vemurafenib
Zelnorm,Tegaserod Hydrogen Maleate
Zemaira,Alpha-1-Proteinase Inhibitor
Zembrace Symtouch,Sumatriptan Succinate
Zemdri,Plazomicin Sulfate
Zemplar*,Paricalcitol
Zenatane,Isotretinoin
Zenpep,Lipase/Protease/Amylase
Zenzedi,Dextroamphetamine Sulfate
Zepatier,Elbasvir/Grazoprevir
Zeposia,Ozanimod Hydrochloride
Zepzelca,Lurbinectedin
Zerbaxa,Ceftolozane/Tazobactam
Zerviate,Cetirizine HCl
Zestoretic,Lisinopril/Hydrochlorothiazide
Zestril,Lisinopril
Zetia,Ezetimibe
Zetonna,Ciclesonide
Ziac,Bisoprolol/Hydrochlorothiazide
Ziagen,Abacavir Sulfate
Ziana,Clindamycin/Tretinoin
Zidovudine,Zidovudine
Ziextenzo,PEGfilgrastim-Bmez
Zileuton ER,Zileuton
Zilretta,Triamcinolone Acetonide
Zilxi,Minocycline HCl
Zimhi,Naloxone HCl
Zinplava,Bezlotoxumab
Zioptan,Tafluprost/PF
Ziphex,Prenatal 147/Iron/Folic Acid
Ziprasidone HCl,Ziprasidone HCl
Ziprasidone Mesylate,Ziprasidone Mesylate
Zipsor,Diclofenac Potassium
Zirabev,Bevacizumab-Bvzr
Zirgan,Ganciclovir
Zithromax Tri-Pak,Azithromycin
Zithromax*,Azithromycin
Zocor,Simvastatin
Zofran,Ondansetron HCl
Zoladex,Goserelin Acetate
Zoledronic Acid,Zoledronic Ac/Mannitol/0.9nacl
Zolinza,Vorinostat
Zolmitriptan ODT,Zolmitriptan
Zolmitriptan*,Zolmitriptan
Zoloft,Sertraline HCl
Zolpidem Tartrate ER,Zolpidem Tartrate
Zolpidem Tartrate*,Zolpidem Tartrate
Zolpimist,Zolpidem Tartrate
Zomig*,Zolmitriptan
Zonalon,Doxepin HCl
Zonegran,Zonisamide
Zonisade,Zonisamide
Zonisamide,Zonisamide
Zontivity,Vorapaxar Sulfate
Zortress,Everolimus
Zorvolex,Diclofenac Submicronized
Zostavax,Zoster Vaccine Live/PF
Zosyn,"Piperacillin-Tazo-Dextrose,Iso"
Zovia 1-35,Ethynodiol D-Ethinyl Estradiol
Zovia 1-35e,Ethynodiol D-Ethinyl Estradiol
Zovirax*,Acyclovir
Ztlido,Lidocaine
Zubsolv,Buprenorphine HCl/Naloxone HCl
Zumandimine,Ethinyl Estradiol/Drospirenone
Zyclara,Imiquimod
Zydelig,Idelalisib
Zyflo,Zileuton
Zykadia,Ceritinib
Zylet,Tobramycin/Lotepred Etab
Zymaxid,Gatifloxacin
Zynlonta,Loncastuximab Tesirine-Lpyl
Zypitamag,Pitavastatin Magnesium
Zyprexa Relprevv,Olanzapine Pamoate
Zyprexa Zydis,Olanzapine
Zyprexa*,Olanzapine
Zytiga,Abiraterone Acetate
Zyvox,Linezolid
